Initial Profile: Reach3_10.5_12_120, STM204TPh_1_TAmp_1
694
  0.0000    7.0000
  6.5617    6.9997
 13.1234    6.9997
 19.6850    6.9997
 26.2467    6.9997
 32.8084    6.9997
 39.3701    6.9997
 45.9318    6.9997
 52.4934    6.9997
 59.0551    6.9997
 65.6168    6.9997
 72.1785    6.9997
 78.7402    6.9997
 85.3018    6.9997
 91.8635    6.9997
 98.4252    6.9997
104.9869    6.9997
111.5486    6.9997
118.1102    6.9997
124.6719    6.9997
131.2336    6.9997
137.7953    6.9997
144.3570    6.9997
150.9186    6.9997
157.4803    6.9997
164.0420    6.9997
170.6037    6.9997
177.1654    6.9997
183.7270    6.9997
190.2887    6.9997
196.8504    6.9997
203.4121    6.9997
209.9738    6.9997
216.5354    6.9997
223.0971    8.6056
229.6588   10.2461
236.2205   10.5000
242.7822   10.4731
249.3438    8.8327
255.9055    7.1923
262.4672    5.5518
269.0289    5.0000
275.5906    4.9997
282.1522    4.9997
288.7139    4.9997
295.2756    4.9997
301.8373    4.9997
308.3990    4.9997
314.9606    4.9997
321.5223    4.9997
328.0840    4.9997
334.6457    4.9997
341.2073    4.9997
347.7690    4.9997
354.3307    4.9997
360.8924    4.9997
367.4541    4.9997
374.0157    4.9997
380.5774    4.9997
387.1391    4.5069
393.7008    3.1946
400.2625    1.8822
406.8241    0.5699
413.3858   -0.1079
419.9475   -0.2608
426.5092   -0.4144
433.0709   -0.5446
439.6325   -0.6457
446.1942   -0.7713
452.7559   -0.8983
459.3176   -1.0236
465.8793   -1.1726
472.4409   -1.3212
479.0026   -1.4636
485.5643   -1.6089
492.1260   -1.7621
498.6877   -1.9341
505.2493   -2.1076
511.8110   -2.2897
518.3727   -2.4957
524.9344   -2.6791
531.4961   -2.8530
538.0577   -3.0217
544.6194   -3.2064
551.1811   -3.3967
557.7428   -3.5764
564.3045   -3.7454
570.8661   -3.9121
577.4278   -4.1109
583.9895   -4.3215
590.5512   -4.5384
597.1129   -4.7188
603.6745   -4.8934
610.2362   -5.0627
616.7979   -5.2346
623.3596   -5.4068
629.9213   -5.5794
636.4829   -5.7287
643.0446   -5.8638
649.6063   -5.9820
656.1680   -6.0591
