0.33	-0.033
10.331	-0.266
20.33	-0.5
30.33	-0.654
40.331	-0.849
50.331	-1.04
60.33	-1.272
70.33	-1.489
80.331	-1.711
90.331	-1.973
100.33	-2.238
110.33	-2.552
120.331	-2.819
130.33	-3.076
140.33	-3.369
150.331	-3.643
160.331	-3.891
170.33	-4.194
180.33	-4.528
190.331	-4.803
200.331	-5.061
210.33	-5.323
220.33	-5.586
230.331	-5.812
240.331	-5.992
250.33	-6.104
260.331	-6.164
270.331	-6.085
280.331	-5.809
290.331	-5.266
300.33	-4.619
310.33	-4.202
320.33	-4.156
330.33	-4.338
340.331	-4.591
350.331	-4.86
360.331	-5.158
370.331	-5.473
380.33	-5.777
390.33	-6.08
400.33	-6.362
410.331	-6.639
420.331	-6.904
430.331	-7.163
440.331	-7.406
450.33	-7.637
460.33	-7.836
470.33	-8.019
480.33	-8.211
490.331	-8.381
500.331	-8.524
510.331	-8.668
520.33	-8.847
530.33	-9.017
540.33	-9.193
550.33	-9.382
560.331	-9.541
570.331	-9.661
580.331	-9.77
590.331	-9.879
600.33	-9.963
610.33	-10.026
620.33	-10.092
630.33	-10.172
640.331	-10.249
650.331	-10.31
660.331	-10.35
670.33	-10.398
680.33	-10.423
690.33	-10.451
700.33	-10.485
710.331	-10.509
720.331	-10.547
730.331	-10.597
740.331	-10.65
750.33	-10.723
760.33	-10.819
770.33	-10.914
787.405	-11.121
797.405	-11.257
807.405	-11.402
817.405	-11.497
827.405	-11.603
837.405	-11.725
847.405	-11.833
857.405	-11.951
867.405	-12.064
877.405	-12.163
887.405	-12.275
897.405	-12.365
907.405	-12.467
917.405	-12.566
927.405	-12.645
937.405	-12.728
947.405	-12.828
957.405	-12.916
967.405	-12.996
977.405	-13.072
987.405	-13.149
997.405	-13.228
1007.405	-13.289
1017.405	-13.357
1027.405	-13.425
1037.405	-13.489
1047.405	-13.558
1057.405	-13.612
1067.405	-13.673
1077.405	-13.715
1087.405	-13.764
1097.405	-13.818
1107.405	-13.846
1117.405	-13.87
1127.405	-13.883
1137.405	-13.881
1147.405	-13.858
1157.405	-13.794
1167.405	-13.679
1177.405	-13.525
1187.405	-13.353
1197.405	-13.128
1207.405	-12.877
1217.405	-12.639
1227.405	-12.421
1237.405	-12.242
1247.405	-12.105
1257.405	-12.019
1267.405	-11.96
1277.405	-11.932
1287.405	-11.919
1297.405	-11.938
1307.405	-11.966
1317.405	-12.008
1327.405	-12.056
1337.405	-12.111
1347.405	-12.177
1357.405	-12.233
1367.405	-12.298
1377.405	-12.371
1387.405	-12.439
1397.405	-12.532
1407.405	-12.629
1417.405	-12.699
1427.405	-12.776
1437.405	-12.859
1447.405	-12.938
1457.405	-13.036
1467.405	-13.127
1477.405	-13.221
1487.405	-13.31
1497.405	-13.407
1507.405	-13.488
1517.405	-13.592
1527.405	-13.693
1537.405	-13.794
1547.405	-13.892
1557.405	-13.978
1567.405	-14.082
1577.405	-14.177
1587.405	-14.262
1597.405	-14.357
1607.405	-14.455
1617.405	-14.557
1627.405	-14.648
1637.405	-14.742
1647.405	-14.835
1657.405	-14.932
1667.405	-15.03
1677.405	-15.126
1687.405	-15.215
1697.405	-15.297
1707.405	-15.38
1717.405	-15.473
1727.405	-15.563
1737.405	-15.647
1747.405	-15.732
1757.405	-15.824
1767.405	-15.906
1777.405	-15.985
1787.405	-16.067
1797.405	-16.143
1807.405	-16.233
1817.405	-16.312
1827.405	-16.392
1837.405	-16.465
1847.405	-16.544
1857.405	-16.621
1867.405	-16.702
1877.405	-16.775
1887.405	-16.853
1897.405	-16.923
1907.405	-16.989
1917.405	-17.058
1927.405	-17.124
1937.405	-17.192
1947.405	-17.265
1957.405	-17.33
1967.405	-17.392
1977.405	-17.478
1987.405	-17.559
1997.405	-17.627
2007.405	-17.691
2017.405	-17.768
2027.405	-17.832
2037.405	-17.909
2047.405	-17.977
2057.405	-18.047
2067.405	-18.112
2077.405	-18.19
2087.405	-18.267
2097.405	-18.338
2107.405	-18.398
2117.405	-18.475
2127.405	-18.548
2137.405	-18.621
2147.405	-18.698
2157.405	-18.78
2167.405	-18.862
2177.405	-18.935
2187.405	-19.009
2197.405	-19.084
2207.405	-19.161
2217.405	-19.227
2227.405	-19.298
2237.405	-19.377
2247.405	-19.461
2257.405	-19.54
2267.405	-19.625
2277.405	-19.708
2287.405	-19.783
2297.405	-19.855
2307.405	-19.931
2317.405	-20.006
2327.405	-20.096
2337.405	-20.177
2347.405	-20.246
2357.405	-20.331
2367.405	-20.405
2377.405	-20.48
2387.405	-20.559
2397.405	-20.64
2407.405	-20.726
2417.405	-20.808
2427.405	-20.886
2437.405	-20.972
2447.405	-21.056
2457.405	-21.132
2467.405	-21.203
2477.405	-21.299
2487.405	-21.386
2497.405	-21.451
2507.405	-21.53
2517.405	-21.607
2527.405	-21.679
2537.405	-21.752
2547.405	-21.833
2557.405	-21.922
2567.405	-21.995
2577.405	-22.087
2587.405	-22.162
2597.405	-22.231
2607.405	-22.307
2617.405	-22.394
2627.405	-22.482
2637.405	-22.562
2647.405	-22.62
2657.405	-22.701
2667.405	-22.784
2677.405	-22.855
2687.405	-22.931
2697.405	-23.009
2707.405	-23.085
2717.405	-23.154
2727.405	-23.239
2737.405	-23.323
2747.405	-23.394
2757.405	-23.479
2767.405	-23.565
2777.405	-23.629
2787.405	-23.697
2797.405	-23.765
2807.405	-23.835
2817.405	-23.903
2827.405	-23.975
2837.405	-24.052
2847.405	-24.125
2857.405	-24.198
2867.405	-24.266
2877.405	-24.345
2887.405	-24.418
2897.405	-24.492
2907.405	-24.562
2917.405	-24.633
2927.405	-24.702
2937.405	-24.771
2947.405	-24.846
2957.405	-24.904
2967.405	-24.967
2977.405	-25.035
2987.405	-25.117
2997.405	-25.186
3007.405	-25.255
3017.405	-25.315
3027.405	-25.39
3037.405	-25.453
3047.405	-25.509
3057.405	-25.563
3067.405	-25.634
3077.405	-25.721
3087.405	-25.795
3097.405	-25.848
3107.405	-25.901
3117.405	-25.957
3127.405	-26.014
3137.405	-26.036
3147.405	-26.069
3157.405	-26.126
3167.405	-26.18
3177.405	-26.245
3187.405	-26.312
3197.405	-26.384
3207.405	-26.448
3217.405	-26.507
3227.405	-26.567
3237.405	-26.607
3247.405	-26.653
3257.405	-26.718
3267.405	-26.786
3277.405	-26.844
3287.405	-26.913
3297.405	-26.976
3307.405	-27.038
3317.405	-27.088
3327.405	-27.159
3337.405	-27.218
3347.405	-27.265
3357.405	-27.319
3367.405	-27.374
3377.405	-27.433
3387.405	-27.502
3397.405	-27.555
3407.405	-27.616
3417.405	-27.661
