3427.405	-27.701
3437.405	-27.746
3447.405	-27.803
3457.405	-27.856
3467.405	-27.91
3477.405	-27.974
3487.405	-28.04
3497.405	-28.058
3507.405	-28.06
3517.405	-28.103
3527.405	-28.144
3537.405	-28.204
3547.405	-28.258
3557.405	-28.304
3567.405	-28.356
3577.405	-28.393
3587.405	-28.413
3597.405	-28.466
3607.405	-28.521
3617.405	-28.596
3627.405	-28.671
3637.405	-28.746
3647.405	-28.821
3657.405	-28.831
3667.405	-28.841
3677.405	-28.851
3687.405	-28.861
3697.405	-28.871
3707.405	-28.881
3717.405	-28.891
3727.405	-28.901
3737.405	-28.911
3747.405	-28.921
3757.405	-28.931
3767.405	-28.951
3777.405	-28.977
3787.405	-29.027
3797.405	-29.081
3807.405	-29.155
3817.405	-29.196
3827.405	-29.246
3837.405	-29.299
3847.405	-29.345
3857.405	-29.399
3867.405	-29.45
3877.405	-29.517
3887.405	-29.582
3897.405	-29.623
3907.405	-29.68
3917.405	-29.745
3927.405	-29.802
3937.405	-29.838
3947.405	-29.884
3957.405	-29.935
3967.405	-29.988
3977.405	-29.969
3987.405	-30.003
3997.405	-30.033
4007.405	-30.072
4017.405	-30.11
4027.405	-30.162
4037.405	-30.16
4047.405	-30.166
4057.405	-30.228
4067.405	-30.278
4077.405	-30.324
4087.405	-30.356
4097.405	-30.361
4107.405	-30.408
4117.405	-30.456
4127.405	-30.462
4137.405	-30.503
