623 
200007131500 0.267678 2.962098 0.417397
200007131530 0.329718 2.985380 0.426202
200007131600 0.344773 2.998288 0.425285
200007131630 0.354315 3.004106 0.431588
200007131700 0.363581 3.009151 0.438108
200007131730 0.374794 3.015979 0.444970
200007131800 0.383179 3.020980 0.453210
200007131830 0.397392 3.031283 0.465233
200007131900 0.397451 3.049979 0.472525
200007131930 0.408861 3.052004 0.478968
200007132000 0.432946 3.098206 0.484131
200007132030 0.441368 3.126153 0.490215
200007132100 0.440505 3.225057 0.496865
200007132130 0.414253 3.494771 0.502802
200007132200 0.421121 3.514597 0.509160
200007132230 0.435067 3.532151 0.513468
200007132300 0.435651 3.677196 0.516531
200007132330 0.459843 3.696807 0.519036
200007140000 0.491707 3.704661 0.517925
200007140030 0.502441 3.735029 0.515515
200007140100 0.420015 4.331034 0.511181
200007140130 0.412574 4.394306 0.507622
200007140200 0.432015 4.553605 0.501610
200007140230 0.358473 4.753192 0.498553
200007140300 0.430693 5.016774 0.497423
200007140330 0.498719 5.168114 0.498561
200007140400 0.564275 5.463950 0.505182
200007140430 0.638073 5.578838 0.530597
200007140500 0.781118 5.734982 0.583165
200007140530 1.017209 5.836726 0.677129
200007140600 1.169411 5.746367 0.826022
200007140630 0.897007 5.185708 1.000552
200007140700 0.853613 5.039963 1.137228
200007140730 0.729671 4.702917 1.257743
200007140800 0.923333 4.937922 1.429448
200007140830 1.153686 5.047481 1.630649
200007140900 1.398833 5.867659 1.815008
200007140930 1.531829 6.302569 1.948450
200007141000 1.647641 6.378637 2.024447
200007141030 1.525891 6.525131 2.047309
200007141100 1.411593 6.593304 2.023919
200007141130 1.374452 6.495473 1.972427
200007141200 1.364947 6.342776 1.902018
200007141230 1.347701 6.320541 1.833734
200007141300 1.287584 6.221873 1.772814
200007141330 1.214990 6.154126 1.721687
200007141400 1.151525 6.070181 1.668435
200007141430 1.125975 6.043770 1.607873
200007141500 1.096375 5.933304 1.542889
200007141530 1.040753 5.846704 1.478442
200007141600 0.981520 5.786186 1.415894
200007141630 0.923384 5.741536 1.355960
200007141700 0.884583 5.689419 1.296921
200007141730 0.875070 5.617905 1.239782
200007141800 0.847443 5.559705 1.183488
200007141830 0.804579 5.536413 1.127606
200007141900 0.763856 5.472802 1.073453
200007141930 0.728736 5.393642 1.021895
200007142000 0.701347 5.346947 0.970320
200007142030 0.692583 5.262886 0.919448
200007142100 0.684486 5.173680 0.868363
200007142130 0.672184 4.881638 0.817848
200007142200 0.652056 4.765788 0.768734
200007142230 0.643921 4.630190 0.722030
200007142300 0.621787 4.550486 0.676587
200007142330 0.629453 4.346690 0.633517
200007150000 0.660269 4.058180 0.591041
200007150030 0.649074 3.894728 0.550219
200007150100 0.638602 3.861613 0.512697
200007150130 0.624999 3.820828 0.477460
200007150200 0.613541 3.714428 0.443764
200007150230 0.605845 3.598769 0.412275
200007150300 0.590004 3.487480 0.381740
200007150330 0.565439 3.346985 0.351925
200007150400 0.552292 3.295676 0.324327
200007150430 0.557705 3.276450 0.298995
200007150500 0.540305 3.255750 0.275052
200007150530 0.527779 3.245650 0.251900
200007150600 0.515937 3.235116 0.233210
200007150630 0.508318 3.227145 0.215949
200007150700 0.499468 3.219740 0.199631
200007150730 0.488804 3.210305 0.184654
200007150800 0.478905 3.202351 0.170250
200007150830 0.469788 3.194443 0.155825
200007150900 0.461695 3.185948 0.142364
200007150930 0.453994 3.179205 0.128208
200007151000 0.446480 3.174429 0.115550
200007151030 0.438460 3.167613 0.101840
200007151100 0.431574 3.159581 0.087749
200007151130 0.424023 3.152859 0.074574
200007151200 0.416712 3.145949 0.061740
200007151230 0.412151 3.134744 0.048535
200007151300 0.407960 3.128546 0.035616
200007151330 0.405069 3.119573 0.023744
200007151400 0.402755 3.111486 0.013489
200007151430 0.397428 3.106320 0.002157
200007151500 0.392707 3.101880 -0.008269
